Name,WaveName,Content,HeroLevel,Modifiers,GridX,GridY,BoardElementName,BoardElementX,BoardElementY,RandomSeed
PVEM2-1,,KnightB1,,Knight_TauntDuration;Knight_Heal,2,3,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,,3,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,1,2,,,,
PVEM2-2,,KnightB1,,Knight_TauntDuration;Knight_Heal,3,3,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,2,3,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,1,3,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,4,2,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,,2,,,,
PVEM2-3,,KnightB1,,Knight_TauntDuration;Knight_Heal,4,1,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,3,2,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,2,3,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,1,2,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,,1,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,3,,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,2,1,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,1,,,,,
PVEM3-1,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,3,2,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,2,2,,,,
,,TankDummyB2,,,2,3,,,,
PVEM3-2,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,3,2,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,1,2,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,2,2,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,2,3,,,,
PVEM3-3,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,4,3,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,3,3,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,2,3,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,1,3,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,,3,,,,
,,BarrelB2,,,2,2,,,,
PVEM4-1,,HeroBarbarian,12,,2,2,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,1,1,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,3,1,,,,
PVEM4-2,,HeroBarbarian,12,,3,2,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,3,1,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,2,1,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,1,1,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,2,3,,,,
,,BarrelB2,,,1,2,,,,
PVEM4-3,,HeroBarbarian,12,,,3,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,4,1,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,2,1,,,,
,,SpearGoblinB1,,SpearGoblin_Mod;SpearGoblin_A,,1,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,4,3,,,,
,,MiniPekkaB1,,MiniPekka_A;MiniPekka_Mod,2,3,,,,
,,BarrelB2,,,3,2,,,,
,,BarrelB2,,,1,2,,,,
PVEM5-1,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,1,,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,,,,,,
,,TankDummyB2,,,1,2,,,,
,,TankDummyB2,,,,2,,,,
PVEM5-2,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,4,,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,3,,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,,,,,,
,,TankDummyB2,,,3,2,,,,
,,TankDummyB2,,,2,3,,,,
,,TankDummyB2,,,4,1,,,,
PVEM5-3,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,4,,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,3,,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,2,,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,1,,,,,
,,TankDummyB2,,,3,3,,,,
,,TankDummyB2,,,4,3,,,,
,,TankDummyB2,,,2,1,,,,
,,TankDummyB2,,,1,1,,,,
PVEM6-1,,MinerB1,,Miner_Mod;Miner_Dissipate,4,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,3,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,2,2,,,,
,,TankDummyB2,,,4,3,,,,
,,TankDummyB2,,,3,3,,,,
,,TankDummyB2,,,2,3,,,,
PVEM6-2,,MinerB1,,Miner_Mod;Miner_Dissipate,4,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,3,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,2,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,1,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,,2,,,,
,,TankDummyB2,,,4,3,,,,
,,TankDummyB2,,,3,3,,,,
,,TankDummyB2,,,2,3,,,,
,,TankDummyB2,,,1,3,,,,
,,TankDummyB2,,,,3,,,,
PVEM6-3,,MinerB1,,Miner_Mod;Miner_Dissipate,4,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,3,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,2,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,1,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,,2,,,,
,,TankDummyB2,,,4,3,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,3,3,,,,
,,TankDummyB2,,,2,3,,,,
,,KnightB1,,Knight_TauntDuration;Knight_Heal,1,3,,,,
,,TankDummyB2,,,,3,,,,
PVEM7-1,,HeroBarbarian,12,,2,3,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,3,2,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,3,,,,,
PVEM7-2,,HeroBarbarian,12,,3,3,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,3,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,2,2,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,2,1,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,1,1,,,,
PVEM7-3,,HeroBarbarian,12,,1,3,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,4,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,3,2,,,,
,,MinerB1,,Miner_Mod;Miner_Dissipate,2,2,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,4,,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,3,,,,,
,,EliteArcherB1,,EliteArcher_AoEStack;EliteArcher_A,2,,,,,
,,BarrelB2,,,4,1,,,,
,,BarrelB2,,,3,1,,,,
,,BarrelB2,,,2,1,,,,
PVEM8-1,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,4,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,,3,,,,
PVEM8-2,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,3,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,2,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,1,3,,,,
PVEM8-3,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,3,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,4,2,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,1,2,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,2,3,,,,
,,BarrelB2,,,3,2,,,,
,,BarrelB2,,,2,2,,,,
PVEM9-1,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,1,,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,,,,,,
,,TankDummyB2,,,1,3,,,,
,,TankDummyB2,,,,3,,,,
PVEM9-2,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,3,3,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,2,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,4,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,3,1,,,,
PVEM9-3,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,4,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,3,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,3,1,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,2,1,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,3,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,2,3,,,,
,,BarrelB2,,,2,2,,,,
PVEM10-1,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,3,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,2,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,1,3,,,,
PVEM10-2,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,3,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,2,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,1,3,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,2,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,2,1,,,,
PVEM10-3,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,4,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,3,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,2,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,1,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,,3,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,2,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,2,1,,,,
PVEM11-1,,HeroShieldMaiden,12,,1,3,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,1,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,,2,,,,
PVEM11-2,,HeroShieldMaiden,12,,,3,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,1,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,1,1,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,1,3,,,,
PVEM11-3,,HeroShieldMaiden,12,,1,2,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,4,1,,,,
,,BlowdartGoblinB1,,BlowdartGoblin_Mod;BlowdartGoblin_B,3,1,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,2,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,1,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,3,2,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,2,2,,,,
,,BarrelB2,,,4,2,,,,
PVEM12-1,,BarbarianB1,,Barbarian_Mod;Barbarian_A,3,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,2,2,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,2,3,,,,
PVEM12-2,,BarbarianB1,,Barbarian_Mod;Barbarian_A,3,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,2,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,1,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,,2,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,2,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,1,3,,,,
PVEM12-3,,BarbarianB1,,Barbarian_Mod;Barbarian_A,4,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,3,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,2,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,1,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,,2,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,3,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,1,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,2,3,,,,
PVEM13-1,,IceWizardB1,,IceWizard_A;IceWizard_Mod,1,1,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,,1,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,1,3,,,,
PVEM13-2,,IceWizardB1,,IceWizard_A;IceWizard_Mod,2,1,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,1,2,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,3,2,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,2,3,,,,
PVEM13-3,,IceWizardB1,,IceWizard_A;IceWizard_Mod,4,1,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,3,1,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,2,1,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,1,1,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,,1,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,3,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,2,3,,,,
,,BattleHealerB1,,BattleHealer_Mod;BattleHealer_A,1,3,,,,
,,BarrelB2,,,4,2,,,,
,,BarrelB2,,,,2,,,,
PVEM14-1,,HeroShieldMaiden,12,,2,3,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,3,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,2,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,1,2,,,,
PVEM14-2,,HeroShieldMaiden,12,,2,3,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,4,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,3,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,2,2,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,2,,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,1,,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,,,,,,
PVEM14-3,,HeroShieldMaiden,12,,2,3,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,2,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,1,2,,,,
,,BarbarianB1,,Barbarian_Mod;Barbarian_A,,2,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,4,,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,3,,,,,
,,IceWizardB1,,IceWizard_A;IceWizard_Mod,2,,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,3,3,,,,
,,LumberjackB1,,Lumberjack_Duration;Lumberjack_B,1,3,,,,
PVE_L1_Wave1,PVE1-1,,,,,,,,,
PVE_L1_Wave2,PVE1-2,,,,,,,,,
PVE_L1_Wave3,PVE1-3,,,,,,,,,
PVE_L2_Wave1,PVE2-1,,,,,,,,,
PVE_L2_Wave2,PVE2-2,,,,,,,,,
PVE_L2_Wave3,PVE2-3,,,,,,,,,
PVE_L3_Wave1,PVE3-1,,,,,,,,,
PVE_L3_Wave2,PVE3-2,,,,,,,,,
PVE_L3_Wave3,PVE3-3,,,,,,,,,
PVE_L4_Wave1,PVE4-1,,,,,,,,,
PVE_L4_Wave2,PVE4-2,,,,,,,,,
PVE_L4_Wave3,PVE4-3,,,,,,,,,
PVE_L5_Wave1,PVE5-1,,,,,,,,,
PVE_L5_Wave2,PVE5-2,,,,,,,,,
PVE_L5_Wave3,PVE5-3,,,,,,,,,
PVE_L6_Wave1,PVE6-1,,,,,,,,,
PVE_L6_Wave2,PVE6-2,,,,,,,,,
PVE_L6_Wave3,PVE6-3,,,,,,,,,
PVE_L7_Wave1,PVE7-1,,,,,,,,,
PVE_L7_Wave2,PVE7-2,,,,,,,,,
PVE_L7_Wave3,PVE7-3,,,,,,,,,
PVE_L8_Wave1,PVE8-1,,,,,,,,,
PVE_L8_Wave2,PVE8-2,,,,,,,,,
PVE_L8_Wave3,PVE8-3,,,,,,,,,
PVE_L9_Wave1,PVE9-1,,,,,,,,,
PVE_L9_Wave2,PVE9-2,,,,,,,,,
PVE_L9_Wave3,PVE9-3,,,,,,,,,
PVE_L10_Wave1,PVE10-1,,,,,,,,,
PVE_L10_Wave2,PVE10-2,,,,,,,,,
PVE_L10_Wave3,PVE10-3,,,,,,,,,
PVE_L11_Wave1,PVE11-1,,,,,,,,,
PVE_L11_Wave2,PVE11-2,,,,,,,,,
PVE_L11_Wave3,PVE11-3,,,,,,,,,
PVE_L12_Wave1,PVE12-1,,,,,,,,,
PVE_L12_Wave2,PVE12-2,,,,,,,,,
PVE_L12_Wave3,PVE12-3,,,,,,,,,
PVE_L13_Wave1,PVE13-1,,,,,,,,,
PVE_L13_Wave2,PVE13-2,,,,,,,,,
PVE_L13_Wave3,PVE13-3,,,,,,,,,
PVE_L14_Wave1,PVE14-1,,,,,,,,,
PVE_L14_Wave2,PVE14-2,,,,,,,,,
PVE_L14_Wave3,PVE14-3,,,,,,,,,
PVE_L15_Wave1,,,,,,,,,,
PVE_L15_Wave2,,,,,,,,,,
PVE_L15_Wave3,,,,,,,,,,
PVE_L16_Wave1,,,,,,,,,,
PVE_L16_Wave2,,,,,,,,,,
PVE_L16_Wave3,,,,,,,,,,
PVE_L17_Wave1,,,,,,,,,,
PVE_L17_Wave2,,,,,,,,,,
PVE_L17_Wave3,,,,,,,,,,
PVE_L18_Wave1,,,,,,,,,,
PVE_L18_Wave2,,,,,,,,,,
PVE_L18_Wave3,,,,,,,,,,
PVE_L19_Wave1,,,,,,,,,,
PVE_L19_Wave2,,,,,,,,,,
PVE_L19_Wave3,,,,,,,,,,
PVE_L20_Wave1,,,,,,,,,,
PVE_L20_Wave2,,,,,,,,,,
PVE_L20_Wave3,,,,,,,,,,
PVE_L21_Wave1,,,,,,,,,,
PVE_L21_Wave2,,,,,,,,,,
PVE_L21_Wave3,,,,,,,,,,
PVEH_L1_Wave1,PVEH1-1,,,,,,,,,
PVEH_L1_Wave2,PVEH1-2,,,,,,,,,
PVEH_L1_Wave3,PVEH1-3,,,,,,,,,
PVEH_L2_Wave1,PVEH2-1,,,,,,,,,
PVEH_L2_Wave2,PVEH2-2,,,,,,,,,
PVEH_L2_Wave3,PVEH2-3,,,,,,,,,
PVEH_L3_Wave1,PVEH3-1,,,,,,,,,
PVEH_L3_Wave2,PVEH3-2,,,,,,,,,
PVEH_L3_Wave3,PVEH3-3,,,,,,,,,
PVEH_L4_Wave1,PVEH4-1,,,,,,,,,
PVEH_L4_Wave2,PVEH4-2,,,,,,,,,
PVEH_L4_Wave3,PVEH4-3,,,,,,,,,
PVEH_L5_Wave1,PVEH5-1,,,,,,,,,
PVEH_L5_Wave2,PVEH5-2,,,,,,,,,
PVEH_L5_Wave3,PVEH5-3,,,,,,,,,
PVEH_L6_Wave1,PVEH6-1,,,,,,,,,
PVEH_L6_Wave2,PVEH6-2,,,,,,,,,
PVEH_L6_Wave3,PVEH6-3,,,,,,,,,
PVEH_L7_Wave1,PVEH7-1,,,,,,,,,
PVEH_L7_Wave2,PVEH7-2,,,,,,,,,
PVEH_L7_Wave3,PVEH7-3,,,,,,,,,
PVEH_L8_Wave1,PVEH8-1,,,,,,,,,
PVEH_L8_Wave2,PVEH8-2,,,,,,,,,
PVEH_L8_Wave3,PVEH8-3,,,,,,,,,
PVEH_L9_Wave1,PVEH9-1,,,,,,,,,
PVEH_L9_Wave2,PVEH9-2,,,,,,,,,
PVEH_L9_Wave3,PVEH9-3,,,,,,,,,
PVEH_L10_Wave1,PVEH10-1,,,,,,,,,
PVEH_L10_Wave2,PVEH10-2,,,,,,,,,
PVEH_L10_Wave3,PVEH10-3,,,,,,,,,
PVEH_L11_Wave1,PVEH11-1,,,,,,,,,
PVEH_L11_Wave2,PVEH11-2,,,,,,,,,
PVEH_L11_Wave3,PVEH11-3,,,,,,,,,
PVEH_L12_Wave1,PVEH12-1,,,,,,,,,
PVEH_L12_Wave2,PVEH12-2,,,,,,,,,
PVEH_L12_Wave3,PVEH12-3,,,,,,,,,
PVEH_L13_Wave1,PVEH13-1,,,,,,,,,
PVEH_L13_Wave2,PVEH13-2,,,,,,,,,
PVEH_L13_Wave3,PVEH13-3,,,,,,,,,
PVEH_L14_Wave1,PVEH14-1,,,,,,,,,
PVEH_L14_Wave2,PVEH14-2,,,,,,,,,
PVEH_L14_Wave3,PVEH14-3,,,,,,,,,
PVEH_L15_Wave1,,,,,,,,,,
PVEH_L15_Wave2,,,,,,,,,,
PVEH_L15_Wave3,,,,,,,,,,
PVEH_L16_Wave1,,,,,,,,,,
PVEH_L16_Wave2,,,,,,,,,,
PVEH_L16_Wave3,,,,,,,,,,
PVEH_L17_Wave1,,,,,,,,,,
PVEH_L17_Wave2,,,,,,,,,,
PVEH_L17_Wave3,,,,,,,,,,
PVEH_L18_Wave1,,,,,,,,,,
PVEH_L18_Wave2,,,,,,,,,,
PVEH_L18_Wave3,,,,,,,,,,
PVEH_L19_Wave1,,,,,,,,,,
PVEH_L19_Wave2,,,,,,,,,,
PVEH_L19_Wave3,,,,,,,,,,
PVEH_L20_Wave1,,,,,,,,,,
PVEH_L20_Wave2,,,,,,,,,,
PVEH_L20_Wave3,,,,,,,,,,
PVEH_L21_Wave1,,,,,,,,,,
PVEH_L21_Wave2,,,,,,,,,,
PVEH_L21_Wave3,,,,,,,,,,
PVEM_L1_Wave1,PVEM1-1,,,,,,,,,
PVEM_L1_Wave2,PVEM1-2,,,,,,,,,
PVEM_L1_Wave3,PVEM1-3,,,,,,,,,
PVEM_L2_Wave1,PVEM2-1,,,,,,,,,
PVEM_L2_Wave2,PVEM2-2,,,,,,,,,
PVEM_L2_Wave3,PVEM2-3,,,,,,,,,
PVEM_L3_Wave1,PVEM3-1,,,,,,,,,
PVEM_L3_Wave2,PVEM3-2,,,,,,,,,
PVEM_L3_Wave3,PVEM3-3,,,,,,,,,
PVEM_L4_Wave1,PVEM4-1,,,,,,,,,
PVEM_L4_Wave2,PVEM4-2,,,,,,,,,
PVEM_L4_Wave3,PVEM4-3,,,,,,,,,
PVEM_L5_Wave1,PVEM5-1,,,,,,,,,
PVEM_L5_Wave2,PVEM5-2,,,,,,,,,
PVEM_L5_Wave3,PVEM5-3,,,,,,,,,
PVEM_L6_Wave1,PVEM6-1,,,,,,,,,
PVEM_L6_Wave2,PVEM6-2,,,,,,,,,
PVEM_L6_Wave3,PVEM6-3,,,,,,,,,
PVEM_L7_Wave1,PVEM7-1,,,,,,,,,
PVEM_L7_Wave2,PVEM7-2,,,,,,,,,
PVEM_L7_Wave3,PVEM7-3,,,,,,,,,
PVEM_L8_Wave1,PVEM8-1,,,,,,,,,
PVEM_L8_Wave2,PVEM8-2,,,,,,,,,
PVEM_L8_Wave3,PVEM8-3,,,,,,,,,
PVEM_L9_Wave1,PVEM9-1,,,,,,,,,
PVEM_L9_Wave2,PVEM9-2,,,,,,,,,
PVEM_L9_Wave3,PVEM9-3,,,,,,,,,
PVEM_L10_Wave1,PVEM10-1,,,,,,,,,
PVEM_L10_Wave2,PVEM10-2,,,,,,,,,
PVEM_L10_Wave3,PVEM10-3,,,,,,,,,
PVEM_L11_Wave1,PVEM11-1,,,,,,,,,
PVEM_L11_Wave2,PVEM11-2,,,,,,,,,
PVEM_L11_Wave3,PVEM11-3,,,,,,,,,
PVEM_L12_Wave1,PVEM12-1,,,,,,,,,
PVEM_L12_Wave2,PVEM12-2,,,,,,,,,
PVEM_L12_Wave3,PVEM12-3,,,,,,,,,
PVEM_L13_Wave1,PVEM13-1,,,,,,,,,
PVEM_L13_Wave2,PVEM13-2,,,,,,,,,
PVEM_L13_Wave3,PVEM13-3,,,,,,,,,
PVEM_L14_Wave1,PVEM14-1,,,,,,,,,
PVEM_L14_Wave2,PVEM14-2,,,,,,,,,
PVEM_L14_Wave3,PVEM14-3,,,,,,,,,
PVEM_L15_Wave1,,,,,,,,,,
PVEM_L15_Wave2,,,,,,,,,,
PVEM_L15_Wave3,,,,,,,,,,
PVEM_L16_Wave1,,,,,,,,,,
PVEM_L16_Wave2,,,,,,,,,,
PVEM_L16_Wave3,,,,,,,,,,
PVEM_L17_Wave1,,,,,,,,,,
PVEM_L17_Wave2,,,,,,,,,,
PVEM_L17_Wave3,,,,,,,,,,
PVEM_L18_Wave1,,,,,,,,,,
PVEM_L18_Wave2,,,,,,,,,,
PVEM_L18_Wave3,,,,,,,,,,
PVEM_L19_Wave1,,,,,,,,,,
PVEM_L19_Wave2,,,,,,,,,,
PVEM_L19_Wave3,,,,,,,,,,
PVEM_L20_Wave1,,,,,,,,,,
PVEM_L20_Wave2,,,,,,,,,,
PVEM_L20_Wave3,,,,,,,,,,
PVEM_L21_Wave1,,,,,,,,,,
PVEM_L21_Wave2,,,,,,,,,,
PVEM_L21_Wave3,,,,,,,,,,
