Name,TID,IconSWF,IconExportName,InstantDamagePercent,DamagePerHit,DamagePercentPerHit,HitFrequency,DamageReductionRate,DamageReductionValue,DamageReductionTagName,DamageCapValue,DamageIgnoresMitigation,HealPerHit,HealPercentPerHit,HealingReductionRate,HitSpeedMultiplier,SpeedMultiplier,SpawnSpeedMultiplier,InstantEnergyGained,EnergyAddPerHit,NormalHitDisable,Invisible,RemoveOnAttack,RemoveOnHeal,RemoveOnHit,DamageOnHit,DamageMultiplier,DamageTakenMultiplier,BonusDamagePoint,BonusDamageToIsolated,CriticalRateMultiplier,EnergySteal,EnergyStealToIsolated,Effect,TargetedEffect,FilterFile,FilterExportName,FilterAffectsTransformation,FilterInheritLifeDuration,IgnorePushBack,MarkEffect,AudioPitchModifier,Portal,ControlledByParent,Clone,Scale,AdditiveEffect,ChainedBuff,ChainedBuffTime,ContinuousEffect,SpawnStartTime,SpawnNumber,SpawnInterval,SpawnPauseTime,SpawnObject,SpawnLimit,SpawnLevelIndex,SpawnObjectStartingBuff,SpawnObjectStartingBuffTime,SpawnDestroyMe,DeathSpawn,DeathSpawnIsEnemy,DeathSpawnCount,HitpointMultiplier,BonusMaxHitpoint,Shield,InstantDispelBuffTypeMask,RemoveEffect,DeathTriggerBuff,DeathTriggerBuffTime,DeathTriggerBuffOnEnemy,DeathTriggerTargetTag,DeathTriggerTargetNum,DeathTriggerAreaEffect,DeathGoToBuffOwner,PreventDeathGoToBuffOwner,HealthThreshold,RemoveOnHealthThreshold,ConditionBuff,CheckCondition,CheckConditionMethod,StackingBuff,StackingBuffCount,IsRevive,ReviveDelaySeconds,ReviveHealth,ReviveHealthPercent,ReviveEnergy,ReviveStartEffect,BuffOnKill,BuffOnKillTime,IsUntargetable,IsUntouchable,KickDirection,BonusTagBuff,BonusTagName,DamageReflectionRate,DamageReflectionValue,ReflectionRange,ReflectionEffect,ReflectionProjectile,IsFreeze,ControlLevel,ImmuneToControlLevel,ImmuneBonusBuff,ImmuneBonusBuffTime,CanReflectControlBuff,DelayControlLevel,IsWizardClone,BuffOnWizardClone,BuffOnDamageSource,BuffOnDamageSourceTime,BuffOnDamageTarget,BuffOnDamageTargetTime,BuffOnAttack,BuffOnAttackTime,HasDodge,DodgeRate,DodgeType,ExtraBuffWithPeriod,ExtraBuffFrequency,ExtraBuffTime,PostAddDelayTime,KeepInPreBattle,GrantAbility,IsAbility,EnergyDisabled,IsTaunt,IsSilent,ModifyOverrideAttackChance,ForcedMoveDestinationType,ForcedMoveDestinationParameter,ForcedMoveCheckPushbackImmunity,ForcedMoveFixedTimeLength,ForcedMoveSpeed,ForcedMoveHeight,BattleEventWhenRemoved,BattleEventWhenMaxStack,InstantDeath,GainElixirStartTime,GainElixirInterval,GainElixirAmount,GainElixirLimit,GainElixirPauseTime,TargetRole,TargetType,ImmuneBuffTypeMask,OverrideAnimation,OverhealBuff,OverhealBuffTime
DaggerDodgeBuffD,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,TRUE,50,Projectile,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
IceBomberBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,HeroAoeFreeze,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
FireBomberBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,HeroAoeFire,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
FishermanStun1,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,-100,-100,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,stun_hit,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,stun_state_effect,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,High,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,ToCasterBackRow,4,TRUE,1000,15000,10000,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
FishermanStunA,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,-100,-100,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,stun_hit,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,stun_state_effect,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,High,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
ArcherEnergyBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,5,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,heal_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
IceWizardSpeedB1,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,140,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,spd_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,10,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
DaggerKillBBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,2,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
WizardSpeedBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,120,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,spd_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
DaggerGoblinAoEDamage,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,200,0,0,0,0,0,0,onfire_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
DarkPrinceB3Btempbuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,20,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
PrinceB3Atempbuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,15,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
PrinceB3Btempbuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,230,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
PrinceB3Cpermabuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,onfire_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,1,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
MinerDodgeBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,TRUE,50,Projectile,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
MinerB3Cpermabuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,120,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
MinerB3BBuff,,,,0,0,0,0,50,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,knight_shield_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
FisherB3Dpermabuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,2,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
MusketeerKillBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,200,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
BarbarianB3DBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,200,150,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,onfire_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
MusketeerB3CBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,200,200,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,spd_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
MusketeerSpeedD,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,150,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,spd_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,10,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
ElectroWizardSpeedBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,120,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
ElectroWizardEnergyBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,2,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
AngelKillBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,150,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
BanditDMovement,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,-100,-100,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,onfire_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
EliteArcherSpeedBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,300,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,onfire_state_effect,,sc/effects.sc,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
BarbarianHPBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,2,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
KnightHPBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,2,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
GuardHPBuff,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,TRUE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,2,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,TRUE,99,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
BrawlerRage,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,200,200,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,200,0,0,0,0,0,0,onfire_state_effect,,sc/effects.sc,,,,FALSE,,125,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
PekkaCritical,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,200,0,0,onfire_state_effect,,sc/effects.sc,,,,FALSE,,125,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,,0,0,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
TestBuff22,,,,0,0,0,0,0,0,,0,FALSE,0,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,,,,,,,FALSE,,100,FALSE,FALSE,FALSE,0,FALSE,,0,,0,0,0,0,,0,,,0,FALSE,,,,,0,0,0,,,0,FALSE,,0,,FALSE,FALSE,0,FALSE,,,,FALSE,0,FALSE,0,0,0,0,,,0,FALSE,FALSE,,,,0,0,,,,FALSE,None,None,,0,FALSE,None,FALSE,,,0,,0,,0,FALSE,0,None,BarbarianSpeedB1,2000,1000,0,FALSE,,FALSE,FALSE,FALSE,FALSE,0,None,0,FALSE,0,0,0,Invalid,Invalid,FALSE,0,0,0,0,0,All,All,0,,,0
