Name,IconSWF,IconExportName,UnitRenderSWF,Rarity,Tribe,IsInUse,SpecialModeOnly,ManaCost,IsHeroUnit,CharacterKeywords,BoardJumpMoveAnimLenStart,BoardJumpMoveAnimLenInAir,BoardJumpMoveAnimLenLanding,BoardJumpMoveAnimRotate,BoardColumnDamageMultiplier,BoardBackStabDamageInc,BoardBackStabCellNum,DeployTime,CanMove,Hitpoints,HitSpeed,Armor,Damage,LifeTime,BuffOnDamage,BuffOnDamageTime,BuffOnDamageRate,BuffOnMove,BuffOnMoveTime,BuffOnFullHealth,BuffOnLastAlive,BuffOnLastAliveTime,MaxEnergy,AutoGainedEnergyPerSecond,AutoGainedEnergyFrequency,EnergyStartup,EnergyGainedOnAttack,EnergyGainedOnTakeDamage,EnergyGainedDamageCap,EnergyGainedOnCriticalHit,StartingBuff,StartingBuffTime,StartingBuffExtraStacks,StartingBuffTagMatch,ExtraStartingBuffs,ExtraStartingBuffsTime,SpawnEffect,DeploySound,IgnorePushback,ManaReward,CollisionRadius,HealthBarOffsetZ,FloatTextOffsetY,SpawnRadius,TakeDamageEffect,ProjectileStartRadius,ProjectileStartZ,TID,SkillTitle,SkillDesc,DefaultSkillIcon,PercentageDamage,HasRotationOnTimeline,ProjectileYOffset,ShieldHitpoints,ShieldDiePushback,ShieldLostEffect,IgnoreTargetsWithBuff,DeprioritizeTargetsWithBuff,ChessTag,TransformUnit,TransformByRow,TransformRowMin,TransformRowMax,DefaultSkin,CriticalHitRate,CriticalHitMulti,CriticalHitInc,BattleTaskData,PerStarMod,PerStarHitpoints,PerStarHitSpeed,PerStarEnergyStartup,PerStarDamage,PerStarScale,UpgradeModifier1,UpgradeModifier2,UpgradeModifier3,ModifierLevel1,ModifierLevel2,ModifierLevel3,AttackAbility,AttackAbility2,AttackAbilityRate,StartupAbility,Ability1,DeathAbility,NotCountForWinCondition,NoKOState,IsBuilding,StarCost,FacingEnemyByDefault
StarEggB2,sc/ui_cards.sc,icon_egg,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,300,,0,0,1000,FALSE,15,0,0,0,0,,0,0,,0,,,,0,0,0,0,1,1,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BUILDING_TITLE_EGG,,TID_BUILDING_SKILL_EGG,,,,0,0,,,,,,,FALSE,0,0,HotEggv1,0,100,1,,,0,0,0,0,0,,,,0,0,0,,,,Dragonsummoned,,,TRUE,TRUE,TRUE,2,FALSE
StarTeslaB2,sc/ui_cards.sc,icon_building_counter,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,18,200,0,6,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_MORTAR,,TID_BUILDING_SKILL_MORTAR,,,,0,0,,,,,,,FALSE,0,0,Teslav1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,,,,TRUE,FALSE,TRUE,2,TRUE
StarElixirStorageB2,sc/ui_cards.sc,barbarian,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,15,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,GainElixirBuff,-1,0,,,,,,FALSE,2,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_ELIXIRCOLLECTOR,,TID_BUILDING_SKILL_ELIXIRCOLLECTOR,,,,0,0,,,,,,,FALSE,0,0,ElixirStoragelv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,,,,TRUE,TRUE,FALSE,0,TRUE
StarSaunaB2,sc/ui_cards.sc,icon_sauna,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,12,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_SAUNA,,TID_BUILDING_SKILL_SAUNA,,,,0,0,,,,,,,FALSE,0,0,Saunav1,0,100,1,Sauna,,1,50,0,0,0,,,,2,3,4,,,,Sauna_Startup,,,TRUE,TRUE,TRUE,2,FALSE
StarKingTowerB2,sc/ui_cards.sc,icon_king_tower,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,24,650,0,2,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement_Kingtower,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_KINGTOWER,,TID_BUILDING_SKILL_KINGTOWER,,,,0,0,,,,,,,FALSE,0,0,KingTowerv1,0,100,1,Buildingcounter,,1,50,0,0,0,,,,2,3,4,Kingtower_attack,,,,,,TRUE,TRUE,TRUE,4,TRUE
StarTrainingCampB2,sc/ui_cards.sc,icon_training_camp,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,14,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement_Training,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_TRAININGCAMP,,TID_BUILDING_SKILL_TRAININGCAMP,,,,0,0,,,,,,,FALSE,0,0,TrainingCampv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,Trainingcamp,,,TRUE,TRUE,TRUE,2,FALSE
jKGL3w5ZcH,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
WY0EnantJ4,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
NkmyXdpAW-,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
7wcRBWqxuh,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
rstJl1kvhs,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
O41YOr06hz,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
s4PzvvCzg3,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
WitchB1,sc/ui_icons.sc,witch,sc/ui_cards.sc,Legendary,,TRUE,FALSE,4,FALSE,,50,450,50,50,,0,0,1000,TRUE,9,700,0,1,0,,0,0,,0,,,,3,0,0,0,1,0,0,1,,0,0,,,,,,FALSE,0,1000,3000,35,,,0,0,TID_BCHARACTER_WITCH,TID_SKILL_TITLE_WITCH,TID_SKILL_WITCH,witch_00,,,0,0,,,,,,,FALSE,0,0,Witchlv1,0,100,1,,,2,100,0,0,0,Witch_Mod,Witch_A,Witch_B,2,3,4,witch_attack,,,,witch_special,,FALSE,FALSE,FALSE,0,TRUE
SkeletonB1,,,,Common,,TRUE,FALSE,0,FALSE,,50,450,50,50,,0,0,1000,TRUE,2,700,0,1,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_SKELETON,TID_SKILL_TITLE_SKELETON,TID_SKILL_SKELETON,skeleton_00,,,0,0,,,,,,,FALSE,0,0,Skeletonlv1,0,100,1,,,0,0,0,0,0,,,,0,0,0,skeleton_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
DummyB1,sc/ui_icons.sc,jeff,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,0,0,0,0,,0,0,1000,FALSE,200,1,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,1000,4500,35,,,450,450,TID_BCHARACTER_JEFF,,,,,,0,0,,,,,,,FALSE,0,0,Dummylv1,0,100,1,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,TRUE
3Rw6cPONIq,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
GoldenGiantB1,sc/ui_icons.sc,goldengiant,sc/ui_cards.sc,Common,,TRUE,FALSE,3,FALSE,,50,450,100,50,,0,0,1000,TRUE,16,300,0,2,0,,0,0,,0,,,,7,0,0,0,1,1,0,1,,0,0,,,,,,FALSE,0,1000,4500,35,,,450,450,TID_BCHARACTER_GOLDENGIANT,TID_SKILL_TITLE_GOLDENGIANT,TID_SKILL_GOLDENGIANT,golden_gaint_01,,,0,0,,,,,,,FALSE,0,0,GoldenGiantlv1,0,100,1,,,3,100,0,0,0,GoldenGiant_1,GoldenGiant_2,GoldenGiant_3,2,3,4,goldengiant_attack,,,,goldengiant_headattack,,FALSE,FALSE,FALSE,0,TRUE
xy0DGOt5bL,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
vzgXaKZziL,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
8lW1ElzBGL,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
gH6M5P3WWx,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
nfoMCefQll,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
9oV2psMaIf,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
VKgH-5ZB6b,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
5zPCgwT2Ew,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
xGyGvF2YGB,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
sW3Ac4lAPm,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
ugtnT3tEIi,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
JgvQfHG8jl,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
RoyalGhostB1,sc/ui_icons.sc,royalghost,sc/ui_cards.sc,Common,,TRUE,FALSE,4,FALSE,,0,600,0,10,,0,0,1000,TRUE,10,600,0,2,0,,0,0,,0,,,,0,0,0,0,1,1,0,1,,0,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_ROYALGHOST,TID_SKILL_TITLE_ROYALGHOST,TID_SKILL_ROYALGHOST,royalghost_02,,,0,0,,,,,,,FALSE,0,0,RoyalGhostlv1,0,100,1,,,2,200,0,0,0,RoyalGhost_Mod,RoyalGhost_B,RoyalGhost_A,2,3,4,royalghost_attack,,,RoyalGhostArmy,,,FALSE,FALSE,FALSE,0,TRUE
LavaSoldierB1,sc/ui_icons.sc,,sc/ui_cards.sc,Common,,TRUE,TRUE,1,FALSE,,0,350,0,50,,0,0,2000,TRUE,3,500,0,1,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_LAVASOLDIER,,TID_LAVAGOLEM_SKILL_LAVASOLDIER_DETAIL,,,,0,0,,,,,,,FALSE,0,0,LavaSoldierlv1,0,100,1,,,2,0,0,0,0,,,,0,0,0,lavasoldier_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
9677d7K3mR,,,,,,,,0,FALSE,,0,0,0,0,,0,0,0,FALSE,0,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,FALSE,0,0,,0,0,0,,,0,0,0,0,0,,,,0,0,0,,,,,,,FALSE,FALSE,FALSE,0,FALSE
DummyArcherB1,sc/ui_cards.sc,,sc/ui_cards.sc,Rare,,TRUE,FALSE,2,FALSE,,50,450,50,50,,0,0,1000,TRUE,5,600,0,1,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,,0,0,,,,,,FALSE,0,1200,3000,35,,,450,450,TID_BCHARACTER_ARCHER,TID_SKILL_TITLE_ARCHER,TID_SKILL_ARCHER,archer_00,,,0,0,,,,,,,FALSE,0,0,Archerlv1,0,100,1,,,1,50,0,0,0,Archer_Mod,Archer_A,Archer_B,2,3,4,archer_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
MedKit,sc/ui_cards.sc,barbarian,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,100,0,0,0,0,1000,FALSE,3,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,FALSE,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BBUILDING_BARREL,,TID_BBUILDING_SKILL_BARREL,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Barrellv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,0,,,MedKitDeath_special,TRUE,TRUE,FALSE,0,TRUE
RockB1,sc/ui_cards.sc,,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,100,0,0,0,0,1000,FALSE,99,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,0,1,BuildingMovementUntargetable,-1,0,FALSE,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BBUILDING_TRUNK,,TID_BBUILDING_SKILL_TRUNK,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Trunklv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,0,,,,TRUE,TRUE,FALSE,0,TRUE
StarTownHallB2,sc/ui_icons.sc,barbarian,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,6,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_TOWNHALL,TID_BUILDING_TITLE_TOWNHALL,TID_BUILDING_SKILL_TOWNHALL,,,,0,0,,,,,,,FALSE,0,0,TownHallv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,Townhall_special,,KingtowerDeath_special,TRUE,FALSE,FALSE,0,TRUE
StarSnowballB2,sc/ui_cards.sc,icon_snowball,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,300,0,0,0,1000,FALSE,18,250,0,1,0,,0,0,,0,,,0,0,0,0,0,1,1,0,1,BuildingMovement,-1,0,FALSE,,,,,FALSE,0,1000,3000,35,0,,450,450,TID_BUILDING_TITLE_SNOWBALL,,TID_BUILDING_SKILL_SNOWBALL,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Pancakerlv1,0,100,1,,,3,0,0,0,0,,,,0,0,0,Snowball_BasicAttack,,0,Snowball_Startup,,,TRUE,FALSE,TRUE,2,TRUE
StarBlossomB2,sc/ui_icons.sc,barbarian,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,300,0,0,0,1000,FALSE,7,0,0,0,0,,0,0,,0,,,0,0,0,0,0,1,1,0,1,BuildingMovement,-1,0,FALSE,,,,,FALSE,0,1000,3000,35,0,,450,450,TID_BUILDING_TITLE_TRAP,TID_BUILDING_TITLE_TRAP,TID_BUILDING_SKILL_TRAP,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Trapv1,0,100,1,,,3,0,0,0,0,,,,0,0,0,,,0,Blossom_special,,,TRUE,TRUE,TRUE,1,TRUE
ChickenB1,sc/ui_icons.sc,megaknight,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,50,0,0,0,1000,TRUE,25,600,0,2,0,,0,0,,0,,,0,0,0,0,0,1,1,0,1,,0,0,FALSE,,,,,FALSE,0,1000,3000,35,0,,450,450,TID_BCHARACTER_BARBARIAN,TID_SKILL_TITLE_BARBARIAN,TID_SKILL_MEGA_KNIGHT,barbarian_00,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Barbarianlv1,0,100,1,,,0,0,0,0,0,,,,2,3,4,Chicken_attack,,0,,,EggDeath_special,FALSE,FALSE,FALSE,0,TRUE
StarRevengeB2,sc/ui_cards.sc,icon_training_camp,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,0,0,0,1000,FALSE,12,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,FALSE,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_TRAININGCAMP,,TID_BUILDING_SKILL_TRAININGCAMP,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,TrainingCampv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,0,Revenge_startup,,,TRUE,FALSE,TRUE,1,TRUE
StarDragB2,sc/ui_cards.sc,icon_snowball,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,300,0,0,0,1000,FALSE,15,0,0,0,0,,0,0,,0,,,0,0,0,0,0,1,1,0,1,BuildingMovement,-1,0,FALSE,,,,,FALSE,0,1000,3000,35,0,,450,450,TID_BUILDING_TITLE_SNOWBALL,,TID_BUILDING_SKILL_SNOWBALL,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Trapv1,0,100,1,,,3,0,0,0,0,,,,0,0,0,,,0,Grab_start,,,TRUE,FALSE,TRUE,2,TRUE
GrabB1,sc/ui_icons.sc,fisherman,sc/ui_cards.sc,Common,,TRUE,FALSE,4,FALSE,,50,450,50,50,0,0,0,2500,TRUE,9,450,0,2,0,,0,0,,0,,,0,0,0,0,0,0,0,0,1,,0,0,FALSE,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BCHARACTER_FISHERMAN,TID_SKILL_TITLE_FISHERMAN,TID_SKILL_FISHERMAN,fishman_00,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Fishermanlv1,0,100,1,,,2,150,0,0,0,Fisherman_ModStun,Fisherman_E,Fisherman_B,2,3,4,fisherman_attack,,0,Fisherman_clashhook,,,FALSE,FALSE,FALSE,0,TRUE
StarCactusB2,sc/ui_cards.sc,icon_saint_mirror,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,0,0,0,1000,FALSE,15,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,0,1,BuildingMovementDummy,-1,0,FALSE,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_CACTUS,,TID_BUILDING_SKILL_CACTUS,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Mirrorlv1,0,100,1,,,0,0,0,0,0,,,,2,3,4,,,0,,,,TRUE,TRUE,TRUE,2,FALSE
StarRocketB2,sc/ui_cards.sc,icon_building_counter,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,0,0,0,1000,FALSE,12,1000,0,10,0,,0,0,,0,,,0,0,0,0,0,0,0,0,1,,0,0,FALSE,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_MORTAR,,TID_BUILDING_SKILL_MORTAR,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Teslav1,0,100,1,,,1,50,0,0,0,,,,2,3,4,Rocket_Big_attack,,0,Rocket_Startup,,,TRUE,TRUE,TRUE,2,TRUE
StarPancakerB2,sc/ui_cards.sc,icon_snowball,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,300,0,0,0,1000,FALSE,15,250,0,1,0,,0,0,,0,,,0,0,0,0,0,1,1,0,1,BuildingMovement,-1,0,FALSE,,,,,FALSE,0,1000,3000,35,0,,450,450,TID_BUILDING_TITLE_SNOWBALL,,TID_BUILDING_SKILL_SNOWBALL,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Pancakerlv1,0,100,1,,,3,0,0,0,0,,,,0,0,0,Pancaker_BasicAttack,,0,,,,TRUE,TRUE,TRUE,2,TRUE
FireFighterB1,sc/ui_icons.sc,megaknight,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,25,200,25,25,0,0,0,1000,TRUE,30,3000,0,2,10000,,0,0,,0,,,0,0,0,0,0,1,1,0,1,,0,0,FALSE,,,,,FALSE,0,1000,3000,35,0,,450,450,TID_BCHARACTER_BARBARIAN,TID_SKILL_TITLE_BARBARIAN,TID_SKILL_MEGA_KNIGHT,barbarian_00,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Barbarianlv1,0,100,1,,,0,0,0,0,0,,,,2,3,4,FireFighter_attack,,0,,,EggDeath_special,FALSE,FALSE,FALSE,0,TRUE
StarHotPotB2,sc/ui_cards.sc,icon_egg,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,250,100,250,0,0,0,1000,FALSE,12,0,0,0,0,,0,0,,0,,,0,0,0,0,0,1,1,0,1,BuildingMovement_hotpot,8500,0,FALSE,,,,,FALSE,0,1000,3000,35,0,,450,450,TID_BUILDING_TITLE_EGG,,TID_BUILDING_SKILL_EGG,,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,HotEggv1,0,100,1,,,0,0,0,0,0,,,,0,0,0,,,0,Pottersummoned,,,TRUE,TRUE,TRUE,2,FALSE
PotterB1,,,,Common,,TRUE,FALSE,0,FALSE,,100,500,400,1000,0,0,0,2000,TRUE,16,600,0,10,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,,0,0,FALSE,,,,,FALSE,0,1000,3000,35,0,,450,450,TID_BCHARACTER_POTTER,TID_SKILL_TITLE_POTTER,TID_SKILL_POTTER,potter_00,0,FALSE,0,0,0,,,FALSE,,,FALSE,0,0,Potterlv1,100,100,0,,,0,0,0,0,0,,,,2,3,4,Potter_attack,,0,,,,FALSE,FALSE,FALSE,0,TRUE
